age,attrition,business-travel,department,distance-from-home,education,education-field,employee-number,environment-satisfaction,gender,job-involvement,job-level,job-role,job-satisfaction,marial-status,monthly-income,number-of-companies-worked-at,over-time,last-salary-increase-percentage,performance-rating,relationship-satisfaction,stock-option-level,total-working-years,work-life-balance,years-at-company,years-in-current-role,years-since-last-promotion,years-with-current-manager
29.0,No,Travel_Rarely,Research & Development,3.0,,Medical,1586.0,2.0,Male,3.0,1.0,Laboratory Technician,1.0,Single,4723.0,1.0,Yes,18.0,3.0,4.0,0.0,10.0,3.0,10.0,9.0,1.0,5.0
35.0,No,Travel_Rarely,Research & Development,10.0,4.0,Medical,1587.0,1.0,Female,3.0,2.0,Healthcare Representative,3.0,Single,6142.0,3.0,Yes,16.0,,3.0,0.0,10.0,3.0,5.0,2.0,0.0,4.0
39.0,No,Travel_Rarely,Sales,6.0,3.0,Medical,1588.0,4.0,Male,4.0,3.0,Sales Executive,3.0,Married,8237.0,2.0,No,11.0,3.0,1.0,1.0,11.0,3.0,7.0,,7.0,6.0
29.0,No,Travel_Frequently,Research & Development,2.0,1.0,Life Sciences,1590.0,1.0,Male,3.0,2.0,Healthcare Representative,4.0,Divorced,8853.0,1.0,No,19.0,3.0,4.0,1.0,6.0,4.0,6.0,4.0,1.0,3.0
50.0,No,Travel_Rarely,Sales,9.0,3.0,Marketing,1591.0,3.0,Male,3.0,5.0,Manager,3.0,Married,19331.0,4.0,Yes,16.0,3.0,3.0,1.0,27.0,3.0,1.0,0.0,0.0,0.0
23.0,No,Travel_Rarely,Research & Development,10.0,3.0,Technical Degree,1592.0,4.0,Male,4.0,1.0,Research Scientist,3.0,Married,2073.0,2.0,No,16.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0
36.0,No,Travel_Frequently,Research & Development,6.0,4.0,Life Sciences,1594.0,1.0,Male,4.0,2.0,Laboratory Technician,1.0,Married,5562.0,3.0,Yes,13.0,3.0,4.0,1.0,9.0,3.0,3.0,2.0,0.0,2.0
42.0,No,Travel_Rarely,Research & Development,9.0,2.0,Other,1595.0,4.0,Male,2.0,5.0,Manager,4.0,Single,19613.0,8.0,No,22.0,4.0,4.0,0.0,24.0,3.0,1.0,0.0,0.0,1.0
35.0,No,Travel_Rarely,Research & Development,28.0,3.0,Life Sciences,1596.0,2.0,Male,4.0,2.0,Laboratory Technician,3.0,Married,3407.0,1.0,No,17.0,3.0,4.0,2.0,10.0,2.0,10.0,9.0,6.0,8.0
34.0,No,Travel_Frequently,Research & Development,10.0,4.0,Technical Degree,1597.0,4.0,Male,2.0,2.0,Healthcare Representative,3.0,Married,5063.0,1.0,No,14.0,3.0,2.0,1.0,8.0,2.0,8.0,2.0,7.0,7.0
40.0,No,Travel_Rarely,Sales,14.0,2.0,Life Sciences,1598.0,4.0,Female,3.0,2.0,Sales Executive,1.0,Married,4639.0,1.0,No,15.0,3.0,3.0,1.0,5.0,3.0,5.0,4.0,1.0,2.0
43.0,No,Travel_Rarely,Research & Development,27.0,3.0,Technical Degree,1599.0,4.0,Male,4.0,1.0,Laboratory Technician,2.0,Divorced,4876.0,5.0,No,12.0,3.0,3.0,1.0,8.0,3.0,6.0,4.0,0.0,2.0
35.0,No,Travel_Rarely,Research & Development,7.0,2.0,Life Sciences,1601.0,3.0,Male,2.0,1.0,Laboratory Technician,4.0,Married,2690.0,1.0,No,18.0,3.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0
46.0,No,Travel_Rarely,Sales,1.0,4.0,Life Sciences,1602.0,4.0,Male,4.0,4.0,Manager,1.0,Single,17567.0,1.0,No,15.0,3.0,2.0,0.0,27.0,1.0,26.0,0.0,0.0,12.0
28.0,Yes,Travel_Rarely,Research & Development,24.0,3.0,Medical,1604.0,3.0,Male,3.0,1.0,Laboratory Technician,2.0,Married,2408.0,1.0,Yes,17.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0
22.0,No,Non-Travel,Research & Development,26.0,2.0,Other,1605.0,2.0,Female,2.0,1.0,Research Scientist,3.0,Married,2814.0,1.0,Yes,14.0,3.0,2.0,0.0,4.0,2.0,4.0,2.0,1.0,3.0
50.0,No,Travel_Frequently,Research & Development,20.0,5.0,Medical,1606.0,2.0,Male,3.0,4.0,Healthcare Representative,3.0,Married,11245.0,2.0,Yes,15.0,3.0,3.0,1.0,32.0,3.0,30.0,8.0,12.0,13.0
32.0,No,Travel_Rarely,Research & Development,5.0,4.0,Other,1607.0,2.0,Female,4.0,1.0,Research Scientist,4.0,Married,3312.0,3.0,No,17.0,3.0,4.0,2.0,6.0,3.0,3.0,,0.0,2.0
44.0,No,Travel_Rarely,Research & Development,7.0,3.0,Medical,1608.0,2.0,Female,3.0,5.0,Research Director,4.0,Divorced,19049.0,0.0,Yes,14.0,3.0,4.0,1.0,23.0,2.0,22.0,7.0,1.0,10.0
30.0,No,Travel_Rarely,Research & Development,7.0,3.0,Medical,1609.0,2.0,Male,2.0,1.0,Research Scientist,2.0,Married,2141.0,1.0,No,12.0,3.0,2.0,1.0,6.0,2.0,6.0,4.0,1.0,1.0
45.0,No,Travel_Rarely,Research & Development,5.0,5.0,Medical,1611.0,3.0,Female,1.0,2.0,Laboratory Technician,1.0,Single,5769.0,1.0,Yes,14.0,3.0,1.0,0.0,10.0,3.0,10.0,7.0,1.0,4.0
45.0,No,Non-Travel,Sales,26.0,3.0,Marketing,1612.0,1.0,Male,2.0,2.0,Sales Executive,1.0,Married,4385.0,1.0,No,15.0,3.0,1.0,1.0,10.0,3.0,10.0,7.0,4.0,5.0
31.0,No,Travel_Frequently,Sales,2.0,4.0,Other,1613.0,4.0,Male,3.0,2.0,Sales Executive,1.0,Single,5332.0,7.0,No,13.0,3.0,4.0,0.0,10.0,3.0,5.0,2.0,0.0,3.0
36.0,No,Travel_Rarely,Research & Development,12.0,4.0,Life Sciences,1614.0,3.0,Female,3.0,2.0,Manufacturing Director,3.0,Married,4663.0,9.0,Yes,12.0,3.0,2.0,2.0,7.0,3.0,3.0,2.0,1.0,1.0
34.0,No,Travel_Frequently,Research & Development,10.0,4.0,Life Sciences,1615.0,3.0,Male,4.0,2.0,Manufacturing Director,4.0,Divorced,4724.0,1.0,No,13.0,3.0,1.0,1.0,9.0,3.0,9.0,7.0,7.0,2.0
49.0,No,Travel_Rarely,Research & Development,25.0,4.0,Life Sciences,1617.0,3.0,Female,3.0,1.0,Laboratory Technician,1.0,Married,3211.0,1.0,No,14.0,3.0,4.0,1.0,10.0,2.0,9.0,6.0,1.0,4.0
39.0,No,Travel_Rarely,Research & Development,10.0,5.0,Medical,1618.0,2.0,Male,3.0,2.0,Manufacturing Director,1.0,Married,5377.0,2.0,No,13.0,3.0,4.0,3.0,10.0,3.0,7.0,7.0,7.0,7.0
27.0,No,Travel_Rarely,Research & Development,19.0,3.0,Other,1619.0,4.0,Male,2.0,1.0,Laboratory Technician,1.0,Divorced,4066.0,1.0,No,11.0,3.0,1.0,2.0,7.0,3.0,7.0,7.0,0.0,
35.0,No,Travel_Rarely,Research & Development,18.0,5.0,Life Sciences,1621.0,2.0,Male,4.0,2.0,Research Scientist,1.0,Married,5208.0,1.0,No,11.0,3.0,4.0,0.0,16.0,3.0,16.0,15.0,1.0,10.0
28.0,No,Travel_Rarely,Research & Development,27.0,3.0,Medical,1622.0,2.0,Female,1.0,2.0,Manufacturing Director,1.0,Divorced,4877.0,0.0,No,21.0,4.0,2.0,1.0,6.0,,5.0,3.0,0.0,0.0
21.0,No,Travel_Rarely,Research & Development,5.0,1.0,Medical,1623.0,3.0,Male,3.0,1.0,Research Scientist,4.0,Single,3117.0,1.0,No,18.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0
18.0,Yes,Travel_Frequently,Sales,3.0,2.0,Medical,1624.0,2.0,Female,3.0,1.0,Sales Representative,4.0,Single,1569.0,1.0,Yes,12.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
47.0,No,Travel_Rarely,Human Resources,26.0,4.0,Life Sciences,1625.0,4.0,Female,3.0,5.0,Manager,3.0,Married,19658.0,3.0,No,11.0,3.0,3.0,1.0,27.0,3.0,5.0,2.0,1.0,0.0
39.0,No,Travel_Rarely,Research & Development,3.0,2.0,Medical,1627.0,3.0,Male,2.0,2.0,Laboratory Technician,3.0,Divorced,3069.0,0.0,No,15.0,3.0,4.0,1.0,11.0,3.0,10.0,8.0,0.0,7.0
40.0,No,Travel_Rarely,Research & Development,15.0,3.0,Life Sciences,1628.0,1.0,Female,2.0,3.0,Manufacturing Director,3.0,Married,10435.0,1.0,No,13.0,3.0,4.0,2.0,18.0,3.0,18.0,15.0,14.0,12.0
35.0,No,Non-Travel,Research & Development,8.0,4.0,Life Sciences,1630.0,3.0,Female,3.0,2.0,Healthcare Representative,3.0,Married,4148.0,1.0,No,12.0,3.0,4.0,1.0,15.0,3.0,14.0,11.0,2.0,9.0
37.0,No,Travel_Rarely,Research & Development,19.0,3.0,Life Sciences,1631.0,3.0,Male,3.0,2.0,Manufacturing Director,3.0,Married,5768.0,3.0,No,17.0,3.0,1.0,3.0,9.0,2.0,4.0,3.0,0.0,2.0
39.0,No,Travel_Frequently,Research & Development,4.0,3.0,Medical,1633.0,1.0,Female,3.0,2.0,Manufacturing Director,3.0,Single,5042.0,0.0,No,13.0,3.0,4.0,0.0,10.0,1.0,9.0,2.0,3.0,8.0
45.0,No,Travel_Rarely,Research & Development,2.0,2.0,Other,1635.0,4.0,Female,2.0,2.0,Manufacturing Director,4.0,Divorced,5770.0,1.0,No,19.0,3.0,1.0,2.0,10.0,3.0,10.0,7.0,3.0,9.0
38.0,No,Travel_Rarely,Research & Development,2.0,2.0,Medical,1638.0,4.0,Female,2.0,3.0,Manufacturing Director,3.0,Married,7756.0,3.0,Yes,19.0,3.0,4.0,1.0,10.0,4.0,5.0,4.0,0.0,2.0
35.0,Yes,Travel_Rarely,Sales,10.0,3.0,Medical,1639.0,4.0,Male,2.0,3.0,Sales Executive,1.0,Married,10306.0,9.0,No,17.0,3.0,3.0,0.0,15.0,3.0,13.0,12.0,6.0,0.0
37.0,No,Travel_Rarely,Research & Development,10.0,3.0,Medical,1640.0,2.0,Female,3.0,1.0,Research Scientist,2.0,Married,3936.0,1.0,No,11.0,3.0,1.0,1.0,8.0,1.0,8.0,4.0,7.0,7.0
40.0,No,Travel_Rarely,Research & Development,16.0,3.0,Life Sciences,1641.0,3.0,Female,3.0,3.0,Manufacturing Director,4.0,Single,7945.0,6.0,Yes,15.0,3.0,4.0,0.0,18.0,2.0,4.0,2.0,3.0,3.0
44.0,No,Travel_Frequently,Human Resources,1.0,5.0,Human Resources,1642.0,1.0,Male,3.0,2.0,Human Resources,4.0,Married,5743.0,4.0,Yes,11.0,3.0,3.0,0.0,14.0,3.0,10.0,7.0,0.0,2.0
48.0,No,Travel_Frequently,Research & Development,4.0,5.0,Medical,1644.0,3.0,Male,2.0,4.0,Manager,4.0,Married,15202.0,2.0,No,25.0,4.0,2.0,1.0,23.0,3.0,2.0,2.0,2.0,2.0
35.0,Yes,Travel_Rarely,Sales,15.0,2.0,Medical,1645.0,1.0,Male,1.0,2.0,Sales Executive,4.0,Divorced,5440.0,6.0,Yes,14.0,3.0,4.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0
24.0,No,Travel_Frequently,Research & Development,2.0,1.0,Technical Degree,1646.0,1.0,Female,3.0,1.0,Research Scientist,4.0,Single,3760.0,1.0,Yes,13.0,3.0,3.0,0.0,6.0,3.0,6.0,3.0,1.0,3.0
27.0,No,Travel_Rarely,Research & Development,8.0,3.0,Medical,1647.0,2.0,Female,4.0,1.0,Research Scientist,3.0,Married,3517.0,7.0,No,17.0,3.0,1.0,0.0,5.0,3.0,3.0,2.0,0.0,2.0
27.0,No,Travel_Frequently,Research & Development,2.0,3.0,Medical,1648.0,4.0,Male,3.0,1.0,Research Scientist,4.0,Single,2580.0,2.0,No,13.0,3.0,3.0,0.0,6.0,2.0,4.0,2.0,1.0,2.0
40.0,,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,1649.0,1.0,Male,3.0,1.0,Laboratory Technician,1.0,Single,2166.0,3.0,Yes,14.0,3.0,2.0,0.0,10.0,1.0,4.0,2.0,0.0,3.0
29.0,No,Travel_Rarely,Sales,10.0,3.0,Medical,1650.0,3.0,Male,2.0,2.0,Sales Executive,3.0,Single,5869.0,9.0,No,11.0,3.0,3.0,0.0,8.0,3.0,5.0,2.0,1.0,4.0
36.0,No,Travel_Rarely,Research & Development,5.0,4.0,Life Sciences,1651.0,2.0,Female,3.0,3.0,Healthcare Representative,1.0,Married,8008.0,4.0,No,12.0,3.0,3.0,2.0,9.0,3.0,3.0,2.0,0.0,2.0
25.0,No,Travel_Frequently,Research & Development,2.0,1.0,Life Sciences,1653.0,4.0,Male,4.0,2.0,Manufacturing Director,3.0,Divorced,5206.0,1.0,No,17.0,3.0,3.0,2.0,7.0,3.0,7.0,7.0,0.0,7.0
39.0,No,Travel_Rarely,Research & Development,12.0,3.0,Medical,1654.0,4.0,Male,3.0,2.0,Manufacturing Director,2.0,Married,5295.0,4.0,No,21.0,4.0,3.0,0.0,7.0,3.0,5.0,,1.0,0.0
49.0,No,Travel_Rarely,Research & Development,22.0,4.0,Other,1655.0,1.0,Female,3.0,4.0,Research Director,2.0,Married,16413.0,3.0,No,16.0,3.0,2.0,2.0,27.0,3.0,4.0,2.0,1.0,2.0
50.0,No,Travel_Rarely,Research & Development,17.0,5.0,Life Sciences,1656.0,4.0,Female,2.0,3.0,Research Director,1.0,Divorced,13269.0,5.0,No,15.0,3.0,3.0,3.0,19.0,3.0,14.0,11.0,1.0,11.0
20.0,No,Travel_Rarely,Sales,2.0,3.0,Medical,1657.0,3.0,Female,3.0,1.0,Sales Representative,3.0,Single,2783.0,1.0,No,19.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0
34.0,No,Travel_Rarely,Research & Development,3.0,3.0,Life Sciences,1658.0,4.0,Female,3.0,2.0,Research Scientist,2.0,Divorced,5433.0,1.0,No,12.0,3.0,3.0,1.0,11.0,3.0,11.0,8.0,7.0,9.0
36.0,No,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,1659.0,1.0,Male,3.0,1.0,Laboratory Technician,2.0,Single,2013.0,2.0,No,11.0,3.0,3.0,0.0,15.0,3.0,4.0,3.0,1.0,3.0
49.0,No,Travel_Rarely,Research & Development,6.0,1.0,Life Sciences,1661.0,3.0,Female,2.0,4.0,Healthcare Representative,3.0,Married,13966.0,2.0,Yes,19.0,3.0,2.0,1.0,30.0,3.0,15.0,11.0,2.0,12.0
36.0,No,Non-Travel,Research & Development,1.0,4.0,Medical,1662.0,4.0,Female,2.0,2.0,Manufacturing Director,3.0,Married,4374.0,0.0,No,15.0,3.0,3.0,0.0,4.0,3.0,3.0,2.0,1.0,2.0
36.0,No,Travel_Rarely,Research & Development,3.0,2.0,Life Sciences,,4.0,Male,4.0,2.0,Healthcare Representative,1.0,Divorced,6842.0,6.0,No,20.0,4.0,1.0,1.0,13.0,3.0,5.0,4.0,0.0,4.0
54.0,No,Travel_Rarely,Research & Development,22.0,5.0,Medical,1665.0,2.0,Female,3.0,4.0,Manager,3.0,Married,17426.0,3.0,No,25.0,4.0,3.0,1.0,36.0,3.0,10.0,8.0,4.0,7.0
43.0,No,Travel_Rarely,Research & Development,15.0,2.0,Life Sciences,1666.0,3.0,Male,2.0,4.0,Research Director,3.0,Married,17603.0,1.0,No,24.0,4.0,1.0,1.0,14.0,3.0,14.0,10.0,6.0,11.0
35.0,Yes,Travel_Frequently,Sales,12.0,4.0,Other,1667.0,4.0,Male,3.0,2.0,Sales Executive,4.0,Single,4581.0,3.0,Yes,24.0,4.0,1.0,0.0,13.0,,11.0,9.0,6.0,7.0
38.0,No,Travel_Frequently,Research & Development,1.0,3.0,Life Sciences,1668.0,4.0,Male,3.0,2.0,Research Scientist,4.0,Married,4735.0,7.0,No,15.0,3.0,4.0,2.0,19.0,4.0,13.0,11.0,2.0,9.0
29.0,No,Travel_Rarely,Sales,5.0,3.0,Medical,1669.0,1.0,Male,2.0,2.0,Sales Executive,2.0,Divorced,4187.0,1.0,Yes,13.0,3.0,2.0,1.0,10.0,2.0,10.0,0.0,0.0,9.0
33.0,No,Travel_Rarely,Sales,2.0,4.0,Medical,1670.0,4.0,Male,3.0,2.0,Sales Executive,4.0,Divorced,5505.0,1.0,No,14.0,3.0,3.0,2.0,6.0,3.0,6.0,2.0,0.0,4.0
32.0,No,Travel_Rarely,Research & Development,2.0,3.0,Medical,1671.0,4.0,Male,3.0,2.0,Research Scientist,2.0,Divorced,5470.0,0.0,No,13.0,3.0,3.0,2.0,10.0,2.0,9.0,5.0,1.0,6.0
31.0,No,Travel_Rarely,Sales,5.0,4.0,Life Sciences,1673.0,1.0,Female,3.0,2.0,Sales Executive,4.0,Married,5476.0,1.0,No,11.0,3.0,1.0,2.0,10.0,3.0,10.0,0.0,0.0,2.0
49.0,No,Travel_Rarely,Research & Development,16.0,3.0,Medical,1674.0,4.0,Female,3.0,1.0,Laboratory Technician,1.0,Divorced,2587.0,4.0,Yes,16.0,3.0,2.0,1.0,17.0,2.0,2.0,2.0,2.0,2.0
38.0,No,Travel_Frequently,Research & Development,2.0,3.0,Medical,1675.0,4.0,Female,2.0,1.0,Laboratory Technician,2.0,Single,2440.0,1.0,No,22.0,4.0,2.0,0.0,4.0,3.0,4.0,3.0,3.0,3.0
47.0,No,Travel_Rarely,Sales,2.0,4.0,Life Sciences,1676.0,2.0,Female,4.0,4.0,Manager,,Divorced,15972.0,6.0,No,14.0,3.0,3.0,3.0,29.0,3.0,3.0,2.0,1.0,2.0
49.0,No,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,1677.0,3.0,Male,3.0,4.0,Manager,3.0,Single,15379.0,4.0,No,14.0,3.0,1.0,0.0,23.0,3.0,8.0,7.0,0.0,0.0
41.0,No,Travel_Rarely,Sales,23.0,2.0,Life Sciences,1678.0,4.0,Male,3.0,3.0,Sales Executive,3.0,Single,7082.0,3.0,Yes,16.0,3.0,4.0,0.0,21.0,3.0,2.0,0.0,0.0,2.0
20.0,No,Travel_Rarely,Sales,9.0,1.0,Life Sciences,1680.0,4.0,Male,3.0,1.0,Sales Representative,1.0,Single,2728.0,1.0,No,11.0,3.0,1.0,0.0,2.0,3.0,,2.0,0.0,2.0
33.0,No,Non-Travel,Sales,16.0,3.0,Life Sciences,1681.0,3.0,Female,3.0,2.0,Sales Executive,4.0,Divorced,5368.0,1.0,Yes,25.0,4.0,3.0,1.0,7.0,3.0,6.0,5.0,1.0,2.0
36.0,No,Travel_Rarely,Research & Development,26.0,4.0,Life Sciences,1682.0,1.0,Male,3.0,2.0,Healthcare Representative,3.0,Married,5347.0,6.0,No,14.0,3.0,2.0,2.0,10.0,2.0,3.0,2.0,0.0,2.0
44.0,No,Travel_Rarely,Human Resources,1.0,3.0,Life Sciences,1683.0,3.0,Female,3.0,1.0,Human Resources,4.0,Divorced,3195.0,4.0,Yes,18.0,3.0,1.0,3.0,8.0,3.0,2.0,2.0,2.0,2.0
23.0,Yes,Travel_Rarely,Research & Development,8.0,1.0,Medical,1684.0,4.0,Male,2.0,1.0,Laboratory Technician,3.0,Single,3989.0,1.0,Yes,11.0,3.0,1.0,0.0,5.0,3.0,5.0,4.0,1.0,2.0
38.0,No,Travel_Rarely,Research & Development,4.0,2.0,Medical,1687.0,4.0,Female,3.0,1.0,Laboratory Technician,3.0,Married,3306.0,7.0,No,19.0,3.0,4.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0
53.0,No,Travel_Rarely,Research & Development,24.0,4.0,Medical,1689.0,2.0,Male,4.0,3.0,Healthcare Representative,4.0,Married,7005.0,3.0,No,15.0,3.0,3.0,0.0,11.0,3.0,4.0,3.0,1.0,2.0
48.0,Yes,Travel_Frequently,Sales,7.0,2.0,Medical,1691.0,4.0,Female,3.0,1.0,Sales Representative,3.0,Married,2655.0,2.0,Yes,11.0,3.0,3.0,2.0,19.0,3.0,9.0,7.0,7.0,7.0
32.0,Yes,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,1692.0,4.0,Male,3.0,1.0,Laboratory Technician,2.0,Single,1393.0,1.0,No,12.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
26.0,No,Non-Travel,Research & Development,7.0,3.0,Medical,1693.0,4.0,Male,3.0,1.0,Laboratory Technician,4.0,Single,2570.0,1.0,No,20.0,4.0,3.0,0.0,7.0,3.0,7.0,7.0,5.0,7.0
55.0,No,Travel_Rarely,Research & Development,22.0,3.0,Technical Degree,1694.0,1.0,Male,2.0,1.0,Research Scientist,2.0,Divorced,3537.0,5.0,No,12.0,3.0,4.0,1.0,8.0,3.0,4.0,2.0,1.0,2.0
34.0,No,Travel_Rarely,Research & Development,5.0,2.0,Medical,1696.0,2.0,Male,2.0,2.0,Laboratory Technician,4.0,Married,3986.0,1.0,No,14.0,3.0,3.0,1.0,15.0,4.0,15.0,10.0,4.0,13.0
60.0,No,Travel_Rarely,Research & Development,1.0,4.0,Medical,1697.0,3.0,Male,1.0,3.0,Healthcare Representative,4.0,Divorced,10883.0,3.0,No,20.0,4.0,3.0,1.0,19.0,4.0,,0.0,0.0,0.0
33.0,No,Travel_Rarely,Research & Development,21.0,3.0,Medical,1698.0,2.0,Male,4.0,1.0,Laboratory Technician,2.0,Married,2028.0,1.0,No,18.0,3.0,4.0,3.0,14.0,3.0,14.0,11.0,2.0,13.0
37.0,No,Travel_Frequently,Sales,1.0,4.0,Medical,1700.0,3.0,Male,1.0,2.0,Sales Executive,4.0,Divorced,9525.0,1.0,No,14.0,3.0,3.0,2.0,6.0,2.0,6.0,3.0,1.0,3.0
34.0,No,Travel_Rarely,Research & Development,19.0,3.0,Life Sciences,1701.0,2.0,Female,2.0,1.0,Research Scientist,4.0,Married,2929.0,1.0,No,12.0,3.0,2.0,0.0,10.0,3.0,10.0,9.0,8.0,7.0
23.0,Yes,Travel_Rarely,Sales,7.0,3.0,Life Sciences,1702.0,3.0,Male,3.0,1.0,Sales Representative,4.0,Divorced,2275.0,1.0,Yes,21.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0,2.0
44.0,No,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1703.0,3.0,Female,4.0,3.0,Healthcare Representative,4.0,Married,7879.0,1.0,Yes,19.0,3.0,2.0,1.0,9.0,3.0,8.0,7.0,6.0,7.0
35.0,No,Travel_Frequently,Research & Development,2.0,4.0,Medical,1704.0,1.0,Male,2.0,1.0,Research Scientist,4.0,Single,4930.0,0.0,Yes,14.0,3.0,3.0,0.0,6.0,4.0,5.0,4.0,1.0,4.0
43.0,No,Travel_Rarely,Sales,2.0,3.0,Medical,1706.0,4.0,Male,3.0,2.0,Sales Executive,4.0,Married,7847.0,1.0,Yes,17.0,3.0,1.0,1.0,10.0,3.0,10.0,9.0,8.0,8.0
24.0,No,Travel_Rarely,Research & Development,9.0,3.0,Medical,1707.0,3.0,Male,4.0,1.0,Research Scientist,3.0,Married,4401.0,1.0,No,16.0,3.0,4.0,1.0,5.0,3.0,5.0,3.0,0.0,4.0
41.0,No,Travel_Rarely,Sales,6.0,3.0,Marketing,1708.0,4.0,Male,3.0,3.0,Sales Executive,3.0,Single,9241.0,1.0,No,12.0,3.0,2.0,0.0,10.0,3.0,10.0,8.0,8.0,7.0
29.0,No,Travel_Rarely,Research & Development,9.0,4.0,Medical,1709.0,4.0,Female,3.0,1.0,Laboratory Technician,3.0,Married,2974.0,9.0,No,17.0,3.0,3.0,1.0,9.0,3.0,5.0,3.0,1.0,2.0
36.0,No,Travel_Rarely,Sales,2.0,4.0,Life Sciences,1710.0,3.0,Female,3.0,2.0,Sales Representative,4.0,Single,4502.0,3.0,No,15.0,3.0,3.0,0.0,17.0,2.0,13.0,7.0,6.0,7.0
45.0,No,Non-Travel,Research & Development,1.0,1.0,Life Sciences,1712.0,3.0,Male,2.0,3.0,Healthcare Representative,3.0,Married,10748.0,3.0,No,23.0,4.0,4.0,1.0,25.0,2.0,23.0,15.0,14.0,4.0
24.0,Yes,Travel_Rarely,Human Resources,22.0,1.0,Human Resources,1714.0,4.0,Male,1.0,1.0,Human Resources,3.0,Married,1555.0,1.0,No,11.0,3.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
47.0,Yes,Travel_Frequently,Sales,9.0,3.0,Life Sciences,1716.0,3.0,Male,1.0,4.0,Sales Executive,3.0,Married,12936.0,7.0,No,11.0,3.0,3.0,0.0,25.0,1.0,23.0,5.0,14.0,10.0
26.0,No,Travel_Rarely,Research & Development,17.0,4.0,Medical,1718.0,4.0,Male,1.0,1.0,Laboratory Technician,3.0,Married,2305.0,1.0,No,15.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,0.0,2.0
45.0,No,Travel_Rarely,Research & Development,28.0,2.0,Technical Degree,1719.0,4.0,Female,2.0,4.0,Research Director,2.0,Single,16704.0,1.0,No,11.0,3.0,3.0,0.0,21.0,3.0,21.0,6.0,8.0,6.0
32.0,No,Travel_Frequently,Research & Development,10.0,3.0,Life Sciences,1720.0,1.0,Male,3.0,1.0,Research Scientist,3.0,Married,3433.0,6.0,No,13.0,3.0,1.0,1.0,10.0,2.0,5.0,2.0,1.0,3.0
31.0,No,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,1721.0,2.0,Male,3.0,1.0,Laboratory Technician,3.0,Married,3477.0,1.0,No,14.0,3.0,4.0,1.0,6.0,4.0,5.0,2.0,0.0,3.0
41.0,No,Non-Travel,Human Resources,4.0,3.0,Human Resources,1722.0,3.0,Male,1.0,2.0,Human Resources,2.0,Married,6430.0,6.0,No,19.0,3.0,2.0,1.0,10.0,3.0,3.0,2.0,1.0,2.0
40.0,No,Travel_Rarely,Research & Development,8.0,2.0,Life Sciences,1724.0,2.0,Female,3.0,2.0,Manufacturing Director,1.0,Married,6516.0,2.0,Yes,16.0,3.0,2.0,1.0,18.0,3.0,1.0,0.0,0.0,0.0
24.0,No,Travel_Rarely,Research & Development,29.0,1.0,Medical,1725.0,2.0,Male,3.0,1.0,Laboratory Technician,1.0,Divorced,3907.0,1.0,No,13.0,3.0,2.0,3.0,6.0,4.0,,2.0,1.0,2.0
46.0,No,Travel_Rarely,Research & Development,13.0,4.0,,1727.0,3.0,Male,3.0,2.0,Healthcare Representative,2.0,Single,5562.0,6.0,No,14.0,3.0,4.0,0.0,19.0,3.0,10.0,7.0,0.0,9.0
35.0,No,Travel_Rarely,Research & Development,27.0,4.0,Life Sciences,1728.0,4.0,Male,3.0,2.0,Manufacturing Director,3.0,Married,6883.0,2.0,No,16.0,3.0,2.0,1.0,17.0,3.0,7.0,7.0,0.0,7.0
30.0,No,Travel_Rarely,Research & Development,16.0,1.0,Life Sciences,1729.0,2.0,Male,3.0,1.0,Research Scientist,4.0,Married,,1.0,No,12.0,3.0,2.0,1.0,10.0,2.0,10.0,0.0,0.0,8.0
47.0,No,Non-Travel,Sales,2.0,4.0,Marketing,1731.0,3.0,Male,3.0,2.0,Sales Executive,2.0,Married,4978.0,7.0,No,11.0,3.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0
46.0,No,Travel_Rarely,Sales,2.0,,Life Sciences,1732.0,3.0,,3.0,3.0,Sales Executive,4.0,Divorced,10368.0,4.0,Yes,12.0,3.0,2.0,1.0,13.0,2.0,10.0,6.0,0.0,3.0
36.0,Yes,Travel_Rarely,Sales,13.0,5.0,Marketing,1733.0,,Male,2.0,2.0,Sales Executive,1.0,Divorced,6134.0,5.0,Yes,13.0,3.0,2.0,3.0,16.0,3.0,2.0,2.0,2.0,2.0
